product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
YWxNxMu4wOKG,toys,1050,36,24,22
yy3jZQ9TmPWK,toys,1150,40,30,20
2bEKmt47K2Hb,toys,700,18,18,18
qokqKT1Sad1C,toys,7000,60,20,30
Bu3jz0WW2UvA,toys,5300,30,35,30
M1xbu1rZHmdW,toys,3775,35,30,30
We90zEqnJ5kf,toys,800,50,15,25
vVww8LnHEv7r,toys,1450,40,20,20
Ro5qbHi1n2a4,toys,300,30,20,20
3oBl40sQGzjp,toys,207,17,12,13
WH6jI4Oqb0bf,toys,225,16,3,13
0vaNkWb4QuHv,toys,401,17,9,11
sXGp69dPXaUM,pet_shop,30000,79,2,63
wdV7yJzaz3Su,toys,4338,17,12,14
tJaHtiDfeBKm,toys,150,25,7,16
JPJ66l1zE5Yh,toys,283,24,23,20
nsHolwkyHfZv,toys,800,19,17,18
O2R5AcGi1pPF,toys,250,25,15,25
NVjeWzEnkddH,toys,1050,35,10,18
EhsegSMhVDd3,toys,1500,42,25,15
mB2DVlyUOY09,toys,250,17,5,12
Lre1ZmNe9t7N,housewares,450,54,4,15
l6sh49n0CheL,toys,2700,18,24,16
TRh96FQ8zGvM,toys,2100,86,4,11
mafdaSYqkdHV,toys,650,18,20,17
a4DDxBqRuXAh,toys,300,22,5,15
uIWMzG16Nyx7,toys,350,20,10,20
pYxeoC7kB4BL,toys,450,16,16,16
KwqpyCg16vLV,toys,350,25,8,19
ugrvzXmcIuP5,toys,2750,16,36,36
8ihEF6PBAZuF,toys,200,16,9,11
6GOIPLoyOWRO,toys,150,16,5,11
xAU5QJnI3NSi,toys,400,18,11,20
eY7BY1bzxllX,toys,800,30,20,40
ZtPPpRvlNIWp,toys,600,20,30,30
6DqxyRfaLCsD,toys,929,24,16,20
KGHXuQ9KaPZp,baby,600,20,13,13
HPOCq8vZi22U,office_furniture,13350,57,56,22
rHSTHjYFnJS8,toys,9750,35,12,30
qdpgiP67LUab,toys,4000,34,14,30
3yk93DQoQpk3,toys,5000,40,10,40
cNIQyQD7lRhk,toys,150,17,8,14
3hFgY14cseag,toys,5650,73,73,20
s7nxBfS6NnTe,bed_bath_table,800,25,5,25
51hcemXvOlWc,perfumery,500,23,8,15
BBs5pwxlBEvC,toys,1400,100,7,15
7AdHMcUA45kV,toys,150,43,13,14
EtByr6hYFH77,toys,850,25,18,40
FSMbCwB6BEVl,toys,150,16,9,11
OHoZUOKSkEUH,toys,483,17,11,13
16VKqGhTBwj3,stationery,1000,16,4,11
ojKOZNiAjf83,toys,353,23,15,16
OKSGQHSP60ne,toys,155,17,11,15
YBrfIXfqyzY7,toys,1650,30,30,15
KxEN8vKzxwkk,computers_accessories,525,23,11,16
ssZQDTdv1ISb,toys,400,34,4,22
GP5mIMKK1x8G,toys,433,29,8,25
KvidPAEAVI5p,toys,100,16,12,12
0eSlsvSF9ddD,toys,2900,40,8,40
SESkOgF0nWnh,cool_stuff,1600,42,25,15
Nfe3KW9D3aB1,toys,14950,77,20,53
zRtWGsPGkBNx,toys,600,40,20,20
Jxx3BrOMtFiX,toys,250,60,60,11
qdRzLs4SKZJW,toys,1900,35,45,20
1iLMUZGtehpn,toys,550,30,30,30
YOSu16G3lp95,toys,500,19,12,14
AmC7zVwdE0s9,perfumery,200,16,2,11
qmnz65fq3lSU,toys,250,19,4,11
LdHp6xShyzsN,food_drink,472,19,16,16
Zi9DvAJMTNK7,toys,390,23,14,17
SAOblx2mMW18,toys,450,20,15,25
Jhcat9WVor5r,toys,1050,16,27,16
mMADZJwrkhiM,stationery,350,26,36,11
3FuiLuhWHrX1,toys,717,30,12,18
EOAaGJ0oiMmN,toys,3450,38,28,28
liUAjl6NALWl,bed_bath_table,1800,40,10,30
0CPQNBoV9ob3,toys,4300,25,90,45
w5mMIm9sTgV4,toys,6133,44,35,48
8tjp9Zke4Ihe,toys,318,19,23,18
i10BtlKMkpvy,toys,442,20,19,17
1YhoLFNHMplb,toys,300,42,2,30
tAiTqs6lXWG1,toys,950,20,9,21
Pb29t2XBfP6Q,furniture_decor,700,35,4,30
fYBAwpuby5pz,toys,4300,29,7,29
hPxbivder7qs,toys,1720,30,19,13
2m67LSn6k958,toys,250,40,4,30
KGmqPGk8xh9d,toys,600,16,24,22
Y8SSC5QMYNC2,toys,700,25,15,60
f3wl6uS1uCFQ,toys,680,18,15,17
PJK0PZHlnDCu,toys,2100,30,30,30
Vbo0BsSUCw7I,toys,150,16,5,12
DXeIJE6ARr3Q,toys,2750,16,31,39
JynJkiDDCsNR,toys,825,23,5,15
hWN8oyEHKv6p,home_appliances,100,30,10,15
6lptOMF6Lbf2,baby,800,40,30,50
wP9GtrOZhHAJ,telephony,360,22,6,11
nuF73WjvQjvq,toys,7500,61,11,46
54pOlVzLvHwm,toys,3000,69,11,11
QRZUjFZDGDX0,,350,16,6,11
CSZNtvlzL6O7,toys,200,21,7,14
bFMssPOBJiPp,office_furniture,11875,57,55,22
kbaoSmgfO9zQ,toys,250,16,2,11
Qq58w1JJ13ud,toys,200,16,5,15
UgkSjxoiV9Ev,toys,2600,50,10,30
Reh3eXLIhXXM,toys,1100,76,18,13
29SK7AZTBsas,toys,50,16,7,11
9xv5TRs3XoVg,toys,1000,18,17,25
IkgGn9HxKC7r,toys,550,21,12,20
ziBmQFvlstbc,toys,300,16,12,20
UIah81Drur0j,toys,1050,38,10,38
6j4aO09lRz2o,toys,100,16,16,11
9QsZGHdJFbkI,toys,800,30,15,15
4UAMYh9afv1Q,toys,300,16,16,16
7WcIfhLWmvg0,furniture_decor,12600,74,8,74
akZjV5uMtTOT,toys,200,16,2,11
vPIVB9jj8zpb,pet_shop,400,30,20,20
ZUu6bBXZ9NAT,toys,1300,22,27,22
bl45045JCEyJ,toys,200,16,8,11
l1LhQgdUOVBc,watches_gifts,250,16,11,11
EO3cDZzaD0fz,toys,475,33,15,33
imtp46SfJO65,toys,300,25,10,15
wnz26VweLGjo,toys,30000,55,75,61
Fdk2TxRXDOF9,furniture_decor,550,24,26,24
DMDFjSf6cBl1,electronics,175,22,11,15
iob3yttgEm2B,electronics,200,20,20,20
Dpy0ivGUIZbf,toys,275,23,11,16
c39Kv9uyK7hC,toys,100,16,5,11
5p34yHlx2OtC,toys,800,42,8,26
v2ZwyydOM1YI,toys,1225,33,28,28
dSJez7xaNO2s,toys,2133,46,42,13
qDgjT36KwfcF,furniture_decor,2500,40,10,30
jyqvHPkDKFDV,toys,567,26,12,26
AMKIgKd1s17B,health_beauty,200,22,10,18
0XSYYT1BT5Iv,toys,250,16,2,11
Ihzi06c6uf0X,toys,1400,22,12,33
pXXEJfaptfew,toys,600,20,10,15
ns2W26cddyRP,toys,500,16,11,11
yJ6gQm1a0jSJ,toys,100,16,35,11
CZvpVACyEgnx,toys,300,25,10,20
oC5Myk2d0pMa,toys,30000,50,80,50
1LoGNpatQYCz,perfumery,400,18,11,11
GzRamzatLtUt,toys,5700,60,20,50
y85unw4ZCrwp,toys,3350,24,30,21
LkJZLIe0C1Tq,toys,450,40,20,30
tVCHvQkyrQ1u,toys,650,27,13,17
0vbEvli2JYJu,toys,1383,50,10,40
e6HtaJ8b2Qp2,toys,150,18,3,16
Hh61P9XhdxJT,furniture_decor,2850,40,5,44
Txae1nVVZGyq,toys,1500,42,10,32
Ar8KJpbbLJAt,toys,850,25,16,23
a7GwjDDa4Qa0,toys,200,16,16,16
eg3afeqnTZNy,toys,175,38,22,15
qiU6uljqd8aK,toys,875,25,18,40
BaaWUXeFWSkl,toys,11450,45,35,45
hM3tciLSO1eP,furniture_decor,600,60,7,14
wGeVS277GIME,toys,250,16,5,20
PQfItRcmlj1l,cool_stuff,2150,42,25,15
bw7R2cl96E5V,toys,3450,43,18,22
vnbAwsTium5a,bed_bath_table,600,63,15,28
rxbw59nGUOWD,toys,100,19,3,11
Cf0ozOaWfJyb,toys,200,25,5,15
EG4wDSpFyTth,health_beauty,250,22,10,18
kRcgxcK8tivA,toys,2200,30,30,30
ZUBR7Bz5pw55,toys,500,40,4,30
vgWxxs3UCQKT,toys,1100,32,14,32
5J7az1rwth4i,toys,250,16,2,20
L6hOpvbiwzZ2,toys,2200,50,20,40
NsfeYmlD6FXr,health_beauty,150,16,5,17
s284eb92Zw1i,toys,1500,40,25,20
DH1vAsb4zM8I,,4200,64,40,48
FB77hG7UfaiV,toys,12300,40,40,40
HowzGOP7qKip,toys,400,69,11,11
3En0uPplug4b,toys,125,16,11,14
hmb2Kxrb4LXF,toys,4200,31,23,26
QZuDcoOUcH6V,toys,850,28,12,22
1lhV4UK6Zeej,bed_bath_table,350,16,10,16
7xyu0SQMZd3Q,toys,1300,30,25,25
2zO3dG94nGiX,toys,350,19,13,19
uY9PdYWgWxH7,toys,1350,34,6,28
GvBzGCvvIC2D,toys,1000,53,8,18
gNcGWEuRXEQ8,toys,900,20,35,45
eEOwSgW8meoJ,toys,1450,41,40,13
rKXoWNJxVSE7,toys,6050,20,20,20
R2ovLOXQbu6W,toys,100,17,3,12
LcoGCdCK3IYq,furniture_living_room,4350,58,15,53
UgkSjxoiV9Ev,toys,2600,50,10,30
QIbisvh9xDt6,toys,400,25,8,18
pzILY4Wq70GH,bed_bath_table,4600,60,19,50
XyvgImfxAjqA,toys,1300,46,7,12
vaQjTEBWaASb,toys,150,21,9,14
24AgwBMFEDBG,toys,480,18,11,14
DWI07vcxaNPj,toys,3100,45,28,26
Ffe8gTdmyO3U,toys,533,22,11,20
qeL3E0IxNO1b,toys,200,22,14,17
bzn6XmF1vt0Q,toys,10050,50,30,40
UxXsDKFcywR5,toys,550,16,10,16
UEDnV2dpF1dQ,toys,175,23,6,13
0XKWf82bYQQP,sports_leisure,250,16,16,16
necrrbMNcbik,toys,600,36,11,14
a56gDCewFNeA,toys,401,19,8,16
CmNuLTfTF12l,toys,3000,33,12,34
phBikVcs64AU,food_drink,1650,24,24,24
89oT9Pz9eQaA,toys,150,16,13,14
9NwzO0Pm0fDM,toys,1550,30,22,30
pTrK5MYzL4Ca,computers_accessories,233,16,14,15
SViMF6bGosRr,toys,1675,25,20,23
PFfWzEvwqA4Q,watches_gifts,200,16,2,20
DwErrH6eI5GJ,toys,7650,20,20,20
rfsGZzBijANi,toys,1600,30,5,30
uPpeXA6kE0Fd,sports_leisure,475,20,6,12
fH435HCkrbMb,toys,375,20,16,18
B9ydGs63Ggy6,toys,300,31,10,11
r3LHLieJAQjm,fashion_bags_accessories,100,16,9,11
eeyWjfrLde8T,housewares,10150,89,15,40
NnvybAZj9eXV,toys,1000,37,23,35
UtVWQEl8HIwf,toys,1700,30,23,11
6LLE6LKjEgLq,toys,200,18,18,18
kqnu9W3lQsng,toys,4450,34,6,28
4Xb5ukKHqJxE,toys,30000,86,67,35
hiS8cyRGLZE6,toys,800,30,15,25
DXG0TFaZjGHO,toys,200,16,7,11
T9PeUENWbJIH,toys,420,15,9,13
p8FbFeqC5g7a,toys,600,31,12,31
BIcF7gmLhQof,toys,18800,35,92,35
6im1C0ylXmnQ,toys,152,19,11,11
oyBBCTHwM2mM,toys,3700,50,30,30
a1I8dnLVWbW4,toys,850,22,12,33
MHVkan0gSlLG,toys,3800,30,40,30
u622sYCKyEZe,toys,30000,60,66,29
w4YFJjKM42dS,bed_bath_table,1300,44,2,35
2H8n6x4BSkuT,computers_accessories,200,21,14,15
HOmP1uDiX01O,toys,12250,45,35,45
1rYxXZTQZsgS,toys,1517,29,16,25
yF64q9xEJpAU,toys,5000,65,25,25
POcHuuJyRlQP,toys,235,19,14,17
10L2iYzQO5ip,toys,1800,38,12,35
LH2UTMzGymX1,toys,410,39,3,28
ouoTDyMDJXoj,toys,230,19,10,15
VDEBigGAwD3J,toys,1550,44,14,34
fnp0g7c9bgeT,toys,1350,28,34,30
2NDHjxdUzmLC,toys,6550,30,30,30
TfFAol9U6UtE,toys,4150,30,20,20
3XLKFJwq289w,toys,750,30,17,30
SuFKND48vLAf,toys,888,25,21,20
YqsnCJmkUwAF,computers_accessories,100,25,3,19
EG4wDSpFyTth,health_beauty,250,22,10,18
lJ5QXXw9k2Iq,toys,425,19,13,16
NIf58dAxAmc9,toys,1225,38,15,31
4y0C3rsSif5O,toys,400,16,10,16
6FjrxbT9ClXR,watches_gifts,501,18,13,14
pKZ9j8dZfrYe,toys,250,19,3,11
f39dws6IRteN,toys,22750,32,82,52
dAz11YkQkoue,health_beauty,100,20,15,15
GJlcLzqGUQZv,toys,5400,25,45,45
joJL5tsKMBt3,toys,1100,37,23,35
2kY1ezd6oEdo,toys,5650,60,20,50
Lcc3XKSxCCgn,toys,2967,20,21,14
pLTY1dxLye4c,toys,200,16,13,13
QCWnaEXNs9dk,pet_shop,2500,23,11,19
43tazj2WmezZ,toys,500,18,6,21
8NMpcxobMD46,toys,300,17,4,12
D8qvW8E6A2G9,baby,50,20,5,15
k1G4RHt3R7Nk,toys,950,20,35,20
8mI5h5JIZDQC,toys,5300,22,46,32
5DkegPXHMDGS,toys,800,30,15,20
oZ0vdy76LOkl,toys,400,18,19,14
eprI6SIIMwlP,toys,1050,27,30,16
9NwzO0Pm0fDM,toys,1550,30,22,30
VXLnSTchXRb9,toys,150,18,6,12
tCUV6sOvY4eR,toys,2350,20,20,20
AMKIgKd1s17B,health_beauty,200,22,10,18
woBWodYTSkfb,toys,7513,53,62,26
9cHC483eOIyP,luggage_accessories,18400,53,77,33
cSnA1UKxqQpy,toys,2500,50,10,40
UgkSjxoiV9Ev,toys,2600,50,10,30
wVixVu9yCFCE,toys,800,30,2,21
t9fjxI8Ohizh,toys,950,16,7,12
gCcVSdlEOuof,toys,17550,73,20,47
OC0OzjmplmGc,toys,400,19,13,19
IJsswIGKyJVk,toys,767,23,10,16
DuksRo7zoQS6,toys,16250,18,53,39
8MdydCn8EvNX,toys,900,35,22,45
SQd3hPGw7N91,toys,1250,48,10,12
uoYYH9usTayw,health_beauty,1500,20,22,22
O332ZRndALYI,toys,4800,22,63,22
0XgSp44feZwn,toys,300,16,30,20
Biwi1BNtUB7l,toys,1500,30,22,30
c0q5BVvDDPHx,toys,2600,16,31,39
teYAOnLJcmg8,office_furniture,20500,58,28,58
5p5SFlWRdguH,toys,5700,39,30,29
vwPq0nCxZM8j,toys,1800,46,15,13
ImXcl5EUQbrh,housewares,6950,35,30,35
VBq07NNCYrMq,toys,1650,40,20,20
FIhwTyUnAqGe,computers_accessories,100,16,8,11
tAXwHs6fKjAg,toys,200,60,16,11
cjZ4OtQAYbu8,toys,650,20,8,14
z5XfF9kkctKX,stationery,300,30,10,20
HOmP1uDiX01O,toys,12250,45,35,45
XQMeL2jNclrU,toys,2100,16,26,26
1VxeR25Kl2ju,toys,2650,19,26,17
z0SkWXtIgsX2,sports_leisure,4550,20,20,20
vQHKwTxbtwnB,toys,200,20,10,16
6FF0m3Deeq54,auto,4300,92,14,21
yqEQa9Xgam5J,toys,6000,38,34,27
aVmPdNoysLYH,telephony,100,19,3,11
m8Yt7XB9Bb9P,toys,1200,23,18,43
htiVXvUsfePP,toys,900,35,10,22
7tqS6Bau0w8J,toys,650,65,7,11
FAVgC0FyYT8Q,toys,190,16,11,12
EurJYuMniSRE,toys,1225,27,26,26
miBlQEmdpC08,auto,825,25,18,23
OeahtgeWTBOs,toys,6400,42,30,22
nJ8KIeT9OllX,toys,300,16,8,11
BN7mbzyfagVn,toys,850,40,5,30
jCH6hZXILAGt,toys,200,22,3,15
mqrnNPLgsDKO,toys,750,30,30,11
7a2JQPwYiM1v,toys,902,19,21,16
MSmCeIbvhMZb,toys,1150,18,18,11
7QDy5f36l3Xw,toys,214,18,14,13
BKF4Stwoyt2S,home_construction,900,32,24,11
yAld7NY9dWlg,toys,100,16,15,15
OufPTFnIpDLs,toys,1650,45,8,40
HlwCgVs9hs1h,sports_leisure,4350,20,20,20
xdrZncPeF7MD,toys,410,20,10,18
F6UhHeH1T9YS,toys,300,18,18,16
t5tmaeXe7zRf,toys,2300,20,20,20
YWxNxMu4wOKG,toys,1050,36,24,22
BLeFNpoHkmnl,toys,300,16,11,11
0vbEvli2JYJu,toys,1383,50,10,40
Zjmd9hNbmQ54,construction_tools_construction,2200,60,30,15
9g1MJfWSj5q0,toys,350,31,10,13
vHnEPJP2R48s,toys,9000,42,12,39
4kV9hTTpHRTz,auto,2600,37,13,24
E9XKJWCUsx9I,toys,765,35,20,48
hpms025LPgw1,toys,9750,27,15,92
FkrbFsVhfeOO,toys,2350,16,40,16
e3A7loHfJNMi,toys,400,30,10,30
yHYm5ImBf6KN,home_appliances,450,20,13,15
pZro7tOGDM2O,toys,350,27,9,26
7ygwvbCJFuPx,toys,1200,40,22,30
Llc34brRaltI,housewares,950,53,5,13
jrc0v3ZRw6Zg,bed_bath_table,800,20,20,20
PyjlDSHRGdSt,toys,1850,24,36,23
i0t6ePDfTK1p,toys,4750,61,21,21
l8x30aSmaYzi,toys,75,23,8,15
FmNNJfngLkqZ,toys,2700,46,16,25
NLrrBUcslDYS,sports_leisure,2600,60,15,15
hBkiFwrYN6Zb,toys,1700,16,19,16
dgjtcfgaqH3y,toys,700,28,19,26
OuQqquC8NK0f,toys,450,16,11,16
EYTC2Bw3pacu,toys,16650,63,61,24
GHA7ht7cQ1q2,toys,400,16,10,17
Ve9DayxXmGC8,toys,10700,40,40,40
9jZHpkXBxtGl,furniture_decor,250,35,5,25
4xupTEMXxGZU,toys,100,17,6,11
m49anWuLhoYz,toys,550,16,13,11
EV3RPuyZ49GA,toys,317,21,14,16
EKW9q8FvSD8T,furniture_decor,1650,100,7,15
71cSx2iGD759,musical_instruments,8350,105,12,45
4rXCnXkrHHoi,toys,200,19,3,11
XhG8mF1neyDA,toys,385,25,20,20
ilkmtkOf9RV8,auto,250,20,20,20
G6QsRYZ1YsAN,toys,117,15,4,12
mhEoq3ggqnky,stationery,1750,28,33,44
LCl9Gb96LXyX,toys,2600,45,20,20
k0tTTF06RDy0,toys,200,26,4,19
K7OVwezVxld4,toys,650,32,10,32
EAo7LclfBJXL,toys,750,25,5,17
IfWfnRYxN9kQ,toys,900,38,30,28
jXcXJ5KInEJ6,computers_accessories,200,25,8,20
DpWUbvbMyotj,stationery,550,66,12,12
G6YrV5IEf7Om,toys,100,28,13,12
7grztYpCkySJ,toys,850,20,25,20
Oe9RxwZQV7Ks,toys,150,20,13,18
Zix31jTkaPHP,toys,100,19,4,11
3ilCv9SJp5bV,toys,1400,30,10,32
rZ5pT7KeDGN2,toys,710,19,13,14
o6Na5dqQ8W2g,watches_gifts,314,18,11,14
o9bf4xi4gemJ,toys,1021,35,5,32
WYpoxZl2lCCd,toys,1800,30,5,30
ro08JPncYzLh,garden_tools,1650,30,22,30
ymZvN9XtTHxn,toys,1110,19,11,18
nhdanlZn78OG,toys,300,20,16,16
fEHXQu1n9uQY,toys,600,47,13,13
obaDhF5FMUjM,toys,550,16,21,18
18r0wY8Rhxqc,toys,525,25,22,27
BLPv8inNEiHl,toys,200,16,16,11
CpeCg2UGCL6P,toys,250,40,4,30
ssZQDTdv1ISb,toys,400,34,4,22
hWgatPoY8V41,toys,200,16,3,11
Bma2PVU1tDT2,toys,1025,27,13,19
gero47msJAuH,toys,4100,20,15,13
bw4D1I6O0ayl,toys,12000,45,35,45
Qf3jXDCJPvkJ,toys,350,19,12,13
t5tmaeXe7zRf,toys,2300,20,20,20
XBEpnu9HfuRe,toys,200,16,35,25
MhevxdHkxaHg,toys,1200,20,15,15
mh7KMF2jJrlC,toys,500,20,22,15
ZNl6BY792DHN,toys,2500,60,12,20
QUEHyIcL4bTc,toys,500,30,15,25
GR4hjj8p8gwr,stationery,10100,28,55,37
JZPCyVf1h71d,toys,1300,25,20,16
vQPNO5Q50IPf,toys,100,17,7,11
p9G7r1L9TkCd,construction_tools_construction,8817,43,24,47
6nR7TC8rx6Gz,toys,150,22,6,16
SuFKND48vLAf,toys,888,25,21,20
jDgtMDjqjy9q,health_beauty,521,22,19,27
qiU6uljqd8aK,toys,875,25,18,40
dEv3b728LQYy,housewares,10100,48,30,16
YRolJTXpxzic,toys,1050,40,20,20
TKNiFZxm7gs7,toys,350,16,2,20
pH255ZOAGs9Z,toys,330,45,6,18
FOPX9zshqtx3,toys,1600,34,12,21
Ucvi1ICtdvrc,furniture_decor,2050,33,8,26
fRSVOGeZ0ad1,toys,100,16,5,20
SHW865F2HRu6,toys,1100,16,15,15
XB6pBX00HtBh,toys,600,30,12,15
WpztHNUv6tEq,toys,200,21,8,17
rpc533nr2KMl,toys,850,20,9,14
ZeMdY9hO43n5,toys,5550,36,51,18
9NwzO0Pm0fDM,toys,1550,30,22,30
TVOsff9OyoK2,toys,3800,30,35,30
DIs2nKlRimAP,books_general_interest,1500,25,6,19
m8xQhrBliZkT,toys,2600,40,24,35
WgBgXcIsrsm0,toys,18050,75,20,50
dML22Eegctgr,toys,650,60,10,50
DI3vtARruwmM,furniture_decor,1500,59,10,25
sEIo0MBTEVI5,toys,950,20,3,20
uwEOSUWL1zOy,bed_bath_table,800,45,15,35
cMHVlW1zFinl,toys,550,28,15,20
EsjZXaqqL5SG,toys,500,19,11,20
B9lLzGeArDTr,toys,400,29,7,16
uRiPhca2qKW1,toys,350,21,26,21
uEbrkSNHhC8Q,toys,700,21,6,24
zVVb9M1SNqB7,toys,1400,35,9,25
oCGNpgGh3YRo,toys,675,22,24,21
LdbhKhqwAXt8,toys,2650,30,40,28
xUUR1E5skqnc,toys,500,30,26,22
DXG0TFaZjGHO,toys,200,16,7,11
gKyGm7tgv7NP,toys,5950,53,43,11
7AdHMcUA45kV,toys,150,43,13,14
VmFhTxWYKJXI,toys,500,105,19,13
J6P6KeNhD4DS,toys,5700,34,29,34
dIYJodVUFOui,toys,150,16,23,13
QCAiaLSyGTa2,toys,375,29,14,20
zfzYxbaQFrTV,toys,50,16,5,11
2bnCaQcuK03o,toys,1501,28,24,21
MaqLxYChz0BV,computers_accessories,24050,60,40,60
nicPifXQgk0F,toys,1350,41,10,35
IJR5KmFASqIC,toys,750,20,13,13
GOqpmACEfJNJ,toys,675,21,13,16
oNmPDznBCJ7E,toys,900,36,51,15
Biwi1BNtUB7l,toys,1500,30,22,30
5EFBA7VYOItK,toys,321,19,14,13
Qf3jXDCJPvkJ,toys,350,19,12,13
8VUrrTrLfyUD,toys,3000,45,19,35
hKAQ99SlEdSb,health_beauty,250,23,7,15
uao0vNKhChzl,furniture_decor,600,30,3,20
QUwGjttsTe8f,sports_leisure,14600,34,12,12
ymZvN9XtTHxn,toys,1110,19,11,18
JGMr0GHn80XX,toys,200,16,2,11
fkq53vdM6nha,fashion_bags_accessories,150,16,5,20
cbv8HBeazbHh,toys,2700,45,13,35
5EFBA7VYOItK,toys,321,19,14,13
cANAJmznL9Lg,toys,6850,50,20,40
m0C6xDcjEug8,toys,338,18,11,13
dPfNipHQW0E2,toys,1100,17,25,17
20XDiJlDWIKH,toys,1250,19,17,23
EXe0kVg4oH72,toys,1470,47,9,38
RGFoDM3lIDPU,toys,700,16,16,16
rIwCsLZ2dFTY,fashion_bags_accessories,100,17,3,12
EbXvBHpCdrqk,toys,7750,28,55,37
KFuPwSsJH9FK,furniture_decor,2550,30,35,30
tGBg7opMUhfm,telephony,400,20,11,13
fxUTfPnhbMWf,toys,1050,16,10,16
PQ102BN1gmUP,cool_stuff,1450,42,25,15
Y1m3aMZuudVw,toys,83,19,4,14
CpeCg2UGCL6P,toys,250,40,4,30
Mczda2rR96HX,toys,450,50,3,25
26TCLiuQ4VRT,toys,2400,42,25,15
XF26IviBJMDY,toys,13867,101,8,57
0zTDSlwQ9rSB,toys,300,16,16,16
fU1k4XCFxfz4,toys,700,60,11,11
IdNW3TEDg5mG,toys,2850,30,30,30
8Pgs7ydWwZLq,toys,200,16,2,16
WUxtlBawYulR,toys,300,16,5,11
vBfalprQr6S5,toys,210,17,9,12
4xupTEMXxGZU,toys,100,17,6,11
02HHGHzbG7T5,toys,3100,30,11,30
h90ecsE03bGT,toys,100,18,16,16
JVSI1iapA3OV,health_beauty,1350,26,18,11
1DUYn3KqqqMP,toys,400,28,10,18
YG7qG1MQlhjp,toys,200,18,3,20
lHWTHn6gVPsE,health_beauty,1650,28,14,20
NqbMhr262slW,sports_leisure,240,17,11,14
M9Rq7Nx8etjk,toys,7000,26,47,27
gxSCKsYOx998,health_beauty,300,27,11,15
SLANLZkCbYI1,toys,150,16,12,12
4jhvGVgrvTpK,furniture_decor,200,16,16,16
1hc2Si0X7qXG,health_beauty,600,18,9,12
LE52A6UgJAyr,consoles_games,650,16,16,16
FZxtiS4wCYZJ,toys,550,17,15,22
1Dvc71ecN4wq,toys,83,19,15,18
5EFBA7VYOItK,toys,321,19,14,13
yifYVWda6kIz,toys,147,14,10,12
ajtPdPNFRHBo,bed_bath_table,3305,65,12,45
kUqbdpsgGOgb,toys,255,19,15,20
AvH8fRw08EDm,toys,600,41,14,14
h2L3kgHs7Aaa,toys,700,32,15,21
2CCYYdUAvvAq,toys,800,20,20,20
aYdvBRjbB200,toys,550,40,4,30
uiDqR8v46sxt,toys,800,16,18,20
IkgGn9HxKC7r,toys,550,21,12,20
BMlY7hFsU3HE,watches_gifts,550,20,16,17
Rr4bjc79Exdc,toys,1575,26,21,23
MqEMYLGjwPA0,toys,300,16,2,11
JK8FCR3YCKVK,computers_accessories,100,16,8,11
zGY9MDzOpdXU,toys,442,19,16,17
tbnbbvv7Sts7,toys,800,26,15,16
Cr4758ZpNUkL,furniture_decor,600,30,3,20
LTZLlGYPc549,toys,1138,35,28,24
fnjfhidlp2fO,toys,425,16,5,14
cDoq9u33HEPc,toys,500,35,8,35
UPlFP7qBFnWk,toys,2841,40,23,26
d4yD9BAx5FWU,health_beauty,310,16,12,9
pTe66JgJ7xZL,pet_shop,1050,20,17,25
kr1Pp9Ezh82G,toys,1150,16,10,16
oARv5Rawp5k6,housewares,553,18,9,15
n3OI7HZhXTf7,toys,950,35,25,20
OHHaQcm8bHcK,toys,3250,66,10,51
82DpsHGTLkGB,toys,444,20,14,16
P9CkMxPclCbI,toys,1750,30,30,30
IihCZmnl9QCF,toys,200,20,20,20
Nfe3KW9D3aB1,toys,14950,77,20,53
yifYVWda6kIz,toys,147,14,10,12
Itwt63xh9hK6,toys,500,20,20,20
QJ8GvddqaXez,toys,2275,34,17,23
P6FFGVEls02Y,toys,2200,45,15,35
VeyB97J6uKFG,toys,8550,25,65,25
MJd5ysuJ9wF1,health_beauty,600,33,19,13
wZHOH5R3qy6p,toys,2950,18,25,18
5J7az1rwth4i,toys,250,16,2,20
Kb8WTYPB9MVY,toys,150,24,2,17
ZNl6BY792DHN,toys,2500,60,12,20
OyhhXktZ6b1y,bed_bath_table,11150,45,18,38
vs9KE60bNjLH,watches_gifts,200,16,2,11
q1ADIauNtT2y,toys,8300,102,14,34
xYYwB5sPeWHK,toys,450,27,9,18
KSgoiYcBQdB3,toys,250,27,3,11
yJEaaj5H3JBT,toys,150,20,12,16
ULE2GoBQG1bP,toys,300,18,15,19
SQSXRpgyiF9k,toys,600,16,4,13
ZZFvBfRz2Ue0,toys,300,16,2,20
EG4wDSpFyTth,health_beauty,250,22,10,18
sRCy8BHJWVSM,toys,600,60,9,50
fLUBxhVEkon9,toys,2825,16,14,15
r2zxPI5uxj8I,toys,225,16,7,12
SRt3ztvXrMtj,toys,1000,40,7,34
Hh61P9XhdxJT,furniture_decor,2850,40,5,44
FfeUwHiAgOED,toys,250,51,15,15
185Rjb6Jfv2E,toys,150,16,16,16
x2473gHktSB1,toys,900,25,12,38
Wcg5bkT3ndwm,toys,350,27,13,17
71cSx2iGD759,musical_instruments,8350,105,12,45
HhAtKukEU7VT,toys,1867,36,6,36
xnCui1Q4Zfoz,bed_bath_table,250,20,2,15
4XexWj5wSRax,toys,200,16,6,14
